StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q79,Q8_Browser,Q8_Version,Q8_Operating System,Q8_Resolution,Q9,Q10,Q11,Q12,Q14,Q15,Q15_6_TEXT,Q16,Q16_4_TEXT,Q17,Q17_8_TEXT,SBSOD_1_1,SBSOD_2_1,SBSOD_3_1,SBSOD_4_1,SBSOD_5_1,SBSOD_6_1,SBSOD_7_1,SBSOD_8_1,SBSOD_9_1,SBSOD_10_1,SBSOD_11_1,SBSOD_12_1,SBSOD_13_1,SBSOD_14_1,SBSOD_15_1,VVIQ_1_Open_1,VVIQ_2_Open_1,VVIQ_3_Open_1,VVIQ_4_Open_1,VVIQ_5_Open_1,VVIQ_6_Open_1,VVIQ_7_Open_1,VVIQ_8_Open_1,VVIQ_9_Open_1,VVIQ_10_Open_1,VVIQ_11_Open_1,VVIQ_12_Open_1,VVIQ_13_Open_1,VVIQ_14_Open_1,VVIQ_15_Open_1,VVIQ_16_Open_1,VVIQ_1_Closed_1,VVIQ_2_Closed_1,VVIQ_3_Closed_1,VVIQ_4_Closed_1,VVIQ_5_Closed_1,VVIQ_6_Closed_1,VVIQ_7_Closed_1,VVIQ_8_Closed_1,VVIQ_9_Closed_1,VVIQ_10_Closed_1,VVIQ_11_Closed_1,VVIQ_12_Closed_1,VVIQ_13_Closed_1,VVIQ_14_Closed_1,VVIQ_15_Closed_1,VVIQ_16_Closed_1,Q95,id
2020-11-20 10:53:30,2020-11-20 11:07:05,IP Address,98.180.250.19,100,815,True,2020-11-20 11:07:06,R_3LXdpLDwhBjob7E,,,,,29.613800048828125,-82.3860015869140625,anonymous,EN,,Chrome,86.0.4240.193,Windows NT 10.0,1536x864,19,14,english,right,female,woman,,heterosexual,,white,,Strongly disagree,Agree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Disagree,Strongly agree,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Vague and dim,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,ufbold5000,44023
2020-11-20 11:03:01,2020-11-20 11:36:59,IP Address,97.103.2.99,100,2038,True,2020-11-20 11:36:59,R_3prIDVtenDwvcIA,,,,,28.91070556640625,-81.19570159912109375,anonymous,EN,,Chrome,86.0.4240.198,Windows NT 10.0,1920x1080,19,13,english,right,male,man,,heterosexual,,white,,Neutral,Disagree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Agree,Somewhat agree,Neutral,Somewhat disagree,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,"No image at all, you only ""know"" that you are thinking of an object",Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivd,Vague and dim,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Vague and dim,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,ufbold5000,44401
2020-11-20 13:41:21,2020-11-20 14:06:33,IP Address,68.227.78.218,100,1512,True,2020-11-20 14:06:33,R_2xEjoSIh9bynOXY,,,,,29.646697998046875,-82.328399658203125,anonymous,EN,,Chrome,86.0.4240.111,Macintosh,1792x1120,18,13,english,right,female,woman,,heterosexual,,white,,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Somewhat disagree,Somewhat agree,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,ufbold5000,44322
2020-11-20 19:53:10,2020-11-20 20:21:51,IP Address,128.227.31.17,100,1721,True,2020-11-20 20:21:52,R_1DJauGA3aGchHES,,,,,29.613800048828125,-82.3860015869140625,anonymous,EN,,Chrome,87.0.4280.66,Windows NT 6.3,1366x768,18,12,english,right,male,man,,heterosexual,,white,,Somewhat agree,Somewhat agree,Somewhat disagree,Neutral,Somewhat agree,Somewhat disagree,Neutral,Somewhat disagree,Somewhat agree,Somewhat agree,Neutral,Somewhat disagree,Somewhat disagree,Agree,Somewhat disagree,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,ufbold5000,44025
2020-11-22 15:33:59,2020-11-22 16:27:26,IP Address,170.250.27.238,100,3206,True,2020-11-22 16:27:26,R_C8oMumMOgeROftL,,,,,25.829498291015625,-80.29270172119140625,anonymous,EN,,Chrome,86.0.4240.198,Macintosh,1280x800,18,12,not english,not right,female,woman,,homosexual,,"hisp,white",,Disagree,Agree,Somewhat agree,Somewhat disagree,Neutral,Strongly agree,Somewhat agree,Somewhat agree,Neutral,Agree,Somewhat disagree,Strongly disagree,Agree,Somewhat disagree,Somewhat agree,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,ufbold5000,44345
2020-11-22 18:07:19,2020-11-22 18:27:11,IP Address,71.47.224.90,100,1192,True,2020-11-22 18:27:11,R_2YK8YJQDtnuKe89,,,,,29.2866058349609375,-81.0868988037109375,anonymous,EN,,Chrome,87.0.4280.66,Windows NT 10.0,1366x768,19,12,not english,right,male,other,"I identify as a urinal ",other,i love toilets,"asian,other",Arent we all african?,Agree,Disagree,Agree,Somewhat agree,Agree,Agree,Strongly agree,Somewhat disagree,Agree,Strongly agree,Somewhat disagree,Agree,Agree,Disagree,Disagree,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,ufbold5000,44273
2020-11-22 22:09:16,2020-11-22 22:33:00,IP Address,128.227.27.173,100,1424,True,2020-11-22 22:33:01,R_1hDVG9YkMIedplV,,,,,29.6840057373046875,-82.356903076171875,anonymous,EN,,Safari,13.1.3,Macintosh,1440x900,18,12,english,not right,female,woman,,heterosexual,,white,,Somewhat disagree,Strongly agree,Disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Moderate clear and vivid,Clear and reasonably vivid,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,ufbold5000,44365
2020-11-23 08:31:08,2020-11-23 08:47:19,IP Address,128.227.1.41,100,971,True,2020-11-23 08:47:20,R_2A0Zr7q3tK2D9mW,,,,,29.613800048828125,-82.3860015869140625,anonymous,EN,,Chrome,86.0.4240.198,Macintosh,1440x900,20,14,english,right,male,man,,heterosexual,,white,,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Neutral,Disagree,Somewhat agree,Agree,Neutral,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,ufbold5000,44235
2020-11-23 08:53:55,2020-11-23 09:18:24,IP Address,35.138.68.235,100,1469,True,2020-11-23 09:18:24,R_2bUVUFKk86M7KeY,,,,,28.0381011962890625,-81.93920135498046875,anonymous,EN,,Chrome,86.0.4240.80,Macintosh,1440x900,19,12,english,right,female,woman,,heterosexual,,white,,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Neutral,Neutral,Neutral,Somewhat agree,Somewhat disagree,Somewhat agree,Neutral,Neutral,Moderate clear and vivid,Clear and reasonably vivid,Vague and dim,Clear and reasonably vivid,Vague and dim,Moderate clear and vivid,Vague and dim,Vague and dim,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Vague and dim,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,"No image at all, you only ""know"" that you are thinking of an object",Vague and dim,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Vague and dim,ufbold5000,43823
2020-11-23 10:40:08,2020-11-23 10:54:01,IP Address,70.171.5.251,100,832,True,2020-11-23 10:54:01,R_22zYs2yEF3r3kya,,,,,29.6824951171875,-82.36060333251953125,anonymous,EN,,Chrome,86.0.4240.198,Macintosh,1440x900,18,12,english,not right,female,woman,,bisexual,,hisp,,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Vague and dim,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,ufbold5000,44321
2020-11-23 11:58:52,2020-11-23 12:17:51,IP Address,128.227.1.38,100,1139,True,2020-11-23 12:17:51,R_1q89QxJW6JFgfNR,,,,,29.646697998046875,-82.328399658203125,anonymous,EN,,Chrome,86.0.4240.193,Macintosh,1440x900,20,13,english,right,female,woman,,heterosexual,,white,,Somewhat disagree,Agree,Disagree,Somewhat disagree,Disagree,Somewhat agree,Somewhat disagree,Neutral,Disagree,Somewhat disagree,Agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Vague and dim,ufbold5000,44601
2020-11-23 10:55:04,2020-11-23 12:52:18,IP Address,69.243.227.56,100,7033,True,2020-11-23 12:52:18,R_242HNlBtkTzHCj9,,,,,30.165496826171875,-85.71160125732421875,anonymous,EN,,Chrome,86.0.4240.198,Macintosh,1440x900,18,12,english,right,female,woman,,heterosexual,,white,,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Agree,Neutral,Somewhat agree,Neutral,Neutral,Agree,Disagree,Somewhat agree,Neutral,Neutral,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivd,Moderate clear and vivid,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,ufbold5000,44602
2020-11-22 17:45:36,2020-11-23 12:53:17,IP Address,70.127.147.211,100,68861,True,2020-11-23 12:53:17,R_26eFRt6iurmTpeY,,,,,27.8675994873046875,-82.735198974609375,anonymous,EN,,Chrome,86.0.4240.111,Macintosh,1440x900,19,14,english,right,female,woman,,heterosexual,,white,,Somewhat agree,Strongly agree,Neutral,Somewhat agree,Strongly agree,Strongly agree,Agree,Agree,Somewhat agree,Agree,Strongly agree,Strongly disagree,Agree,Disagree,Neutral,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Vague and dim,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,ufbold5000,44406
