,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q79,Q8_Browser,Q8_Version,Q8_Operating System,Q8_Resolution,age,years_education,english_first_lang,handedness,sex_at_birth,gender,Q15_6_TEXT,ethnicity,Q16_4_TEXT,Q17,Q17_8_TEXT,SBSOD_1_1,SBSOD_2_1,SBSOD_3_1,SBSOD_4_1,SBSOD_5_1,SBSOD_6_1,SBSOD_7_1,SBSOD_8_1,SBSOD_9_1,SBSOD_10_1,SBSOD_11_1,SBSOD_12_1,SBSOD_13_1,SBSOD_14_1,SBSOD_15_1,VVIQ_1_Open_1,VVIQ_2_Open_1,VVIQ_3_Open_1,VVIQ_4_Open_1,VVIQ_5_Open_1,VVIQ_6_Open_1,VVIQ_7_Open_1,VVIQ_8_Open_1,VVIQ_9_Open_1,VVIQ_10_Open_1,VVIQ_11_Open_1,VVIQ_12_Open_1,VVIQ_13_Open_1,VVIQ_14_Open_1,VVIQ_15_Open_1,VVIQ_16_Open_1,VVIQ_1_Closed_1,VVIQ_2_Closed_1,VVIQ_3_Closed_1,VVIQ_4_Closed_1,VVIQ_5_Closed_1,VVIQ_6_Closed_1,VVIQ_7_Closed_1,VVIQ_8_Closed_1,VVIQ_9_Closed_1,VVIQ_10_Closed_1,VVIQ_11_Closed_1,VVIQ_12_Closed_1,VVIQ_13_Closed_1,VVIQ_14_Closed_1,VVIQ_15_Closed_1,VVIQ_16_Closed_1,Q95,id,Complete Data,Ling_or_Analog,Attention Check,participant
156,1/27/22 18:15,1/27/22 18:40,IP Address,209.251.153.189,100,1547,TRUE,1/27/22 18:40,R_3Pq2TYTIWgHF159,,,,,29.65029907,-82.34860229,anonymous,EN,I agree to participate.,Chrome,95.0.4638.69,Macintosh,1440x900,19.0,14,english,right,female,woman,,heterosexual,,white,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neutral,Neutral,Somewhat agree,Vague and dim,"No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object",Vague and dim,Vague and dim,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Vague and dim,Vague and dim,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,ufbold5000,46661.0,1.0,Analog,9.0,46661.0
164,1/30/22 13:37,1/30/22 13:45,IP Address,128.227.1.57,100,483,TRUE,1/30/22 13:45,R_2y1R1rEewXDS40u,,,,,29.68400574,-82.35710144,anonymous,EN,I agree to participate.,Chrome,97.0.4692.99,Macintosh,1440x900,18.0,12,english,right,male,man,,heterosexual,,white,,Neutral,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Neutral,Somewhat agree,Disagree,Neutral,Somewhat agree,Disagree,Disagree,Neutral,Disagree,Somewhat disagree,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,ufbold5000,46628.0,1.0,Analog,9.0,46628.0
165,1/30/22 16:14,1/30/22 16:34,IP Address,128.227.20.223,100,1205,TRUE,1/30/22 16:34,R_2EtPbM0iORmiuXI,,,,,29.61380005,-82.38600159,anonymous,EN,I agree to participate.,Chrome,95.0.4638.69,Macintosh,1440x900,19.0,12,english,right,female,woman,,heterosexual,,asian,,Somewhat disagree,Somewhat agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Neutral,Agree,Disagree,Agree,Vague and dim,Vague and dim,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivd,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,ufbold5000,46621.0,1.0,Analog,8.0,46621.0
169,2/3/22 10:57,2/3/22 11:22,IP Address,128.227.31.19,100,1509,TRUE,2/3/22 11:22,R_9zPmRib4oVuNCj7,,,,,29.65029907,-82.34860229,anonymous,EN,I agree to participate.,Safari,14.1,Macintosh,1440x900,18.0,12,english,right,female,woman,,heterosexual,,white,,Somewhat disagree,Strongly agree,Disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Disagree,Somewhat disagree,Agree,Strongly agree,Somewhat disagree,Agree,Moderate clear and vivid,Vague and dim,Vague and dim,Vague and dim,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Clear and reasonably vivid,"No image at all, you only ""know"" that you are thinking of an object",Vague and dim,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,"No image at all, you only ""know"" that you are thinking of an object",Perfectly clear and as vivid as normal vision,Vague and dim,Vague and dim,Clear and reasonably vivid,Vague and dim,Vague and dim,Clear and reasonably vivid,Vague and dim,Clear and reasonably vivid,"No image at all, you only ""know"" that you are thinking of an object",ufbold5000,46463.0,1.0,Analog,7.0,46463.0
172,2/4/22 21:05,2/4/22 21:32,IP Address,73.118.74.218,100,1583,TRUE,2/4/22 21:32,R_br59JDmQPxtFu7v,,,,,30.52180481,-84.26260376,anonymous,EN,I agree to participate.,Chrome,97.0.4692.99,Macintosh,1440x900,18.0,12,english,right,female,woman,,heterosexual,,asian,,Disagree,Agree,Disagree,Disagree,Strongly disagree,Strongly agree,Somewhat agree,Agree,Disagree,Strongly agree,Agree,Strongly disagree,Agree,Disagree,Strongly agree,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,ufbold5000,46524.0,1.0,Analog,9.0,46524.0
173,2/6/22 10:17,2/6/22 10:41,IP Address,128.227.1.55,100,1471,TRUE,2/6/22 10:41,R_1jxs85nCyb83EBt,,,,,29.68400574,-82.35710144,anonymous,EN,I agree to participate.,Chrome,96.0.4664.110,Macintosh,1440x900,18.0,12,english,right,female,woman,,heterosexual,,hisp,,Neutral,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Somewhat agree,Strongly agree,Disagree,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Vague and dim,Vague and dim,Vague and dim,Vague and dim,"No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object",Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Vague and dim,Vague and dim,Vague and dim,Vague and dim,"No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object",ufbold5000,46575.0,1.0,Analog,7.0,46575.0
174,2/6/22 10:29,2/6/22 11:03,IP Address,128.227.1.62,100,2049,TRUE,2/6/22 11:03,R_RntaEG52mj2otix,,,,,29.68400574,-82.35710144,anonymous,EN,I agree to participate.,Chrome,98.0.4758.80,Macintosh,1440x900,18.0,12,english,right,female,genderqueer,,homosexual,,"hisp,white",,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Disagree,Disagree,Agree,Somewhat disagree,Vague and dim,Vague and dim,"No image at all, you only ""know"" that you are thinking of an object",Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Moderate clear and vivd,Moderate clear and vivid,Vague and dim,Vague and dim,Moderate clear and vivid,"No image at all, you only ""know"" that you are thinking of an object",Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,ufbold5000,46455.0,1.0,Analog,7.0,46455.0
175,2/6/22 11:51,2/6/22 12:10,IP Address,162.203.206.10,100,1119,TRUE,2/6/22 12:10,R_PIDUFq5M9FMxhNT,,,,,28.39390564,-81.42160034,anonymous,EN,I agree to participate.,Chrome,95.0.4638.69,Macintosh,1440x900,47.0,16,english,right,female,woman,,heterosexual,,white,,Somewhat disagree,Somewhat agree,Strongly disagree,Neutral,Strongly disagree,Somewhat agree,Disagree,Neutral,Disagree,Neutral,Somewhat agree,Disagree,Somewhat agree,Disagree,Neutral,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,ufbold5000,46518.0,1.0,Analog,8.0,46518.0
182,2/6/22 13:45,2/6/22 14:17,IP Address,128.227.1.60,100,1917,TRUE,2/6/22 14:17,R_3aCJes30fWsP1rX,,,,,29.68400574,-82.35710144,anonymous,EN,I agree to participate.,Chrome,98.0.4758.82,Windows NT 10.0,1536x864,18.0,12,english,right,female,woman,,heterosexual,,black/afri-amer,,Neutral,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Agree,Disagree,Somewhat agree,Strongly disagree,Agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Neutral,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Vague and dim,Moderate clear and vivd,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Vague and dim,Moderate clear and vivid,"No image at all, you only ""know"" that you are thinking of an object",Vague and dim,ufbold5000,46622.0,1.0,Analog,8.0,46622.0
187,2/6/22 18:28,2/7/22 19:55,IP Address,128.227.39.80,100,91656,TRUE,2/7/22 19:55,R_2wExbudqwfDeUPY,,,,,29.68400574,-82.35710144,anonymous,EN,I agree to participate.,Chrome,98.0.4758.80,Macintosh,1440x900,18.0,12,english,right,female,woman,,heterosexual,,white,,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Somewhat disagree,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivd,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,ufbold5000,46551.0,1.0,Analog,9.0,46551.0
197,3/1/22 12:18,3/1/22 12:58,IP Address,184.185.222.15,100,2399,TRUE,3/1/22 12:58,R_2WPw3pHOXd5idfm,,,,,29.61380005,-82.38600159,anonymous,EN,I agree to participate.,Chrome,98.0.4758.102,Windows NT 10.0,1536x864,20.0,14,english,right,male,man,,heterosexual,,black/afri-amer,,Somewhat agree,Agree,Strongly disagree,Agree,Somewhat disagree,Neutral,Neutral,Agree,Somewhat agree,Disagree,Strongly agree,Disagree,Agree,Somewhat agree,Disagree,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Vague and dim,Vague and dim,Moderate clear and vivid,Vague and dim,"No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object",Moderate clear and vivid,Moderate clear and vivd,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Vague and dim,Vague and dim,Moderate clear and vivid,Vague and dim,"No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object",Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,ufbold5000,46711.0,1.0,Analog,6.0,46711.0
198,3/1/22 13:41,3/1/22 13:58,IP Address,128.227.32.133,100,1020,TRUE,3/1/22 13:58,R_2bWsvio1LOt7Jrn,,,,,28.07240295,-82.56030273,anonymous,EN,I agree to participate.,Chrome,98.0.4758.109,Macintosh,1920x1200,18.0,12,english,right,male,man,,heterosexual,,asian,,Somewhat disagree,Somewhat agree,Somewhat disagree,Neutral,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neutral,Somewhat disagree,Neutral,Neutral,Somewhat agree,Somewhat disagree,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Vague and dim,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,ufbold5000,46617.0,1.0,Analog,8.0,46617.0
200,3/2/22 16:34,3/2/22 17:10,IP Address,173.169.150.72,100,2149,TRUE,3/2/22 17:10,R_3MhUY8IlHbD6ehk,,,,,28.19509888,-81.60620117,anonymous,EN,I agree to participate.,Chrome,96.0.4664.55,Macintosh,1440x900,21.0,12,english,right,female,woman,,heterosexual,,hisp,,Strongly agree,Disagree,Neutral,Strongly agree,Strongly disagree,Somewhat disagree,Disagree,Disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,ufbold5000,46533.0,1.0,Analog,9.0,46533.0
201,3/2/22 20:03,3/2/22 20:31,IP Address,128.227.1.59,100,1688,TRUE,3/2/22 20:31,R_3gUbatyPis8LVOP,,,,,29.61380005,-82.38600159,anonymous,EN,I agree to participate.,Chrome,98.0.4758.102,Windows NT 10.0,1368x912,19.0,14,english,right,female,woman,,heterosexual,,white,,Somewhat disagree,Disagree,Agree,Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neutral,Neutral,Somewhat agree,Disagree,Agree,Disagree,Disagree,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivd,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,ufbold5000,46612.0,1.0,Analog,6.0,46612.0
202,3/2/22 20:41,3/2/22 20:59,IP Address,128.227.20.17,100,1059,TRUE,3/2/22 20:59,R_3Hk57oV3GNZjb83,,,,,29.61380005,-82.38600159,anonymous,EN,I agree to participate.,Chrome,98.0.4758.102,Windows NT 10.0,1536x864,19.0,12,english,right,female,woman,,heterosexual,,white,,Agree,Disagree,Somewhat agree,Agree,Disagree,Somewhat agree,Somewhat disagree,Disagree,Somewhat disagree,Disagree,Neutral,Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,"No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object",Vague and dim,Vague and dim,Vague and dim,Vague and dim,"No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object",ufbold5000,46781.0,1.0,Analog,6.0,46781.0
204,3/3/22 17:21,3/3/22 17:51,IP Address,68.227.78.195,100,1811,TRUE,3/3/22 17:51,R_3GDP1ACaOdXg3x4,,,,,29.646698,-82.32839966,anonymous,EN,I agree to participate.,Chrome,95.0.4638.69,Macintosh,1440x900,20.0,13,english,right,female,woman,,heterosexual,,white,,Somewhat disagree,Disagree,Neutral,Somewhat disagree,Strongly disagree,Agree,Somewhat disagree,Somewhat agree,Neutral,Neutral,Somewhat agree,Disagree,Agree,Disagree,Neutral,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,ufbold5000,46542.0,1.0,Analog,9.0,46542.0
210,3/11/22 14:53,3/11/22 15:08,IP Address,66.176.150.166,100,882,TRUE,3/11/22 15:08,R_1DA4YVADuUz9asJ,,,,,26.6598053,-80.24289703,anonymous,EN,I agree to participate.,Safari,15.2,Macintosh,1440x900,18.0,12,english,right,male,man,,heterosexual,,white,,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neutral,Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Strongly disagree,Disagree,Agree,Somewhat disagree,Moderate clear and vivid,Clear and reasonably vivid,Vague and dim,Vague and dim,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,"No image at all, you only ""know"" that you are thinking of an object",Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivd,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,"No image at all, you only ""know"" that you are thinking of an object",Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,ufbold5000,46690.0,1.0,Analog,7.0,46690.0
211,3/12/22 14:56,3/12/22 15:29,IP Address,128.227.12.141,100,1961,TRUE,3/12/22 15:29,R_3oRxTPhCp0EhEes,,,,,29.65029907,-82.34860229,anonymous,EN,I agree to participate.,Safari,13.1,Macintosh,1366x768,18.0,13,english,right,female,woman,,other,Pansexual,white,,Disagree,Strongly disagree,Somewhat agree,Neutral,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Neutral,Strongly disagree,Disagree,Disagree,Disagree,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,"No image at all, you only ""know"" that you are thinking of an object",Perfectly clear and as vivid as normal vision,"No image at all, you only ""know"" that you are thinking of an object",Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Vague and dim,Vague and dim,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,ufbold5000,46760.0,1.0,Analog,8.0,46760.0
214,3/14/22 6:39,3/14/22 7:00,IP Address,128.227.126.7,100,1257,TRUE,3/14/22 7:00,R_3shkETkGThrZeNJ,,,,,29.69590759,-82.40419769,anonymous,EN,I agree to participate.,Chrome,99.0.4844.51,Windows NT 10.0,1920x1080,19.0,12,english,right,male,man,,heterosexual,,white,,Strongly agree,Agree,Strongly agree,Agree,Neutral,Neutral,Somewhat disagree,Somewhat disagree,Somewhat agree,Neutral,Neutral,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,ufbold5000,46695.0,1.0,Analog,6.0,46695.0
